title_english,score,scored_by
Top wo Nerae 2! Kagaku Kouza,5.52,634.0
Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,7.4,3947.0
Tora-chan no Kankan Mushi,5.21,572.0
Toradora!,8.06,1390947.0
Toradora! Recap,7.43,28092.0
Toradora! Special,7.43,100517.0
Toradora!: SOS! Hurray for Gourmands,6.41,54707.0
Torajima no Miime,5.95,406.0
Tori vs. Buta: Buttobi Pizza Battle,5.2,170.0
Torikaekko Please,4.4,1186.0
Toriko,7.51,52145.0
Toriko 3D: Kaimaku Gourmet Adventure!!,6.69,3321.0
Toriko Hime: Hakudaku Mamire no Reijou,6.2,1891.0
Toriko no Chigiri,6.19,1882.0
Toriko no Kusari: Shojo-tachi wo Yogosu Midara na Kusabi,6.54,2764.0
Toriko no Shizuku: Natsu no Gouka Kyakusen de Kegasareru Otome-tachi,6.03,1434.0
Toriko the Movie: Secret Recipe of Gourmet God!,7.09,3005.0
Toriko: Barbarian Ivy wo Hokaku Seyo!,6.62,839.0
Toriko: Jump Super Anime Tour 2009 Special,6.96,3912.0
Torokase Orgasm The Animation,6.87,3137.0
Tosca,5.52,151.0
Toshi Densetsu Monogatari Hikiko,5.84,1810.0
Toshi Densetsu Series,7.34,13972.0
Toshi Souzou Gakubu Shoukai,5.53,134.0
Toshishun,5.49,150.0
Tot Musica,8.03,2429.0
Totan Yane no Waltz,5.46,120.0
Tottemo! Luckyman,7.36,2139.0
"Totto-chan, the Little Girl at the Window",7.56,202.0
Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,6.59,817.0
Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,6.17,477.0
Tottoko Hamtarou no Tottoko Daijida!! Bousai Kunren,6.16,143.0
Tottoko Hamtarou no Tottoko Taisetsu!! Koutsuu Rule,6.28,147.0
Tottoko Hamtarou wa Ham Ham Paradise! Kazu Katachi Chie,6.02,114.0
"Tottoko Hamtarou: ""A"" kara ""N"" made Hiragana Asobi",5.98,117.0
Tottoko Hamtarou: Anime Dechu!,6.07,357.0
Tottoko Hamtarou: Hiragana Tanken,5.92,143.0
Tottori U-turn,4.75,183.0
Toubou,5.86,136.0
Touch,7.98,11062.0
Touch 2: Sayonara no Okurimono,6.59,936.0
Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,6.59,870.0
Touch: Cross Road - Kaze no Yukue,6.81,1773.0
"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",6.57,1865.0
Touch: Sebangou no Nai Ace,6.64,981.0
Tough Boy,4.84,201.0
Tough Guy!,5.23,257.0
Touhikou,6.59,119.0
Touhou Fantasy Kaleidoscope: The Memories of Phantasm,7.63,2463.0
Touhou Niji Sousaku Doujin Anime: Musou Kakyou,7.25,12556.0
Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,7.23,4368.0
Touken Ranbu - Hanamaru,6.82,21139.0
Touken Ranbu - Hanamaru 2,7.3,8559.0
Touken Ranbu Kai Kyoden,6.11,1599.0
Touken Ranbu: Hanamaru - Makuai Kaisouroku,6.6,569.0
Touken Ranbu: Hanamaru - Makuai Kaisouroku Manner Movies,5.89,172.0
Toukiden 2,5.45,287.0
Toukiden Kiwami,5.48,589.0
Toukiden: The Age of Demons - Introduction,5.68,441.0
Touma Kishinden Oni,6.26,184.0
Toumei Ningen R,6.36,2203.0
Toumei Shounen Tantei Akira,4.75,227.0
Tournament of the Gods: Title Match,5.64,493.0
Tousan no Kiteki,5.67,128.0
Tousan no Tsukutta Uta,4.95,250.0
Toushindai My Lover: Minami tai Mecha-Minami,5.0,207.0
Toute wa Sono Kotae,5.1,196.0
Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,5.26,225.0
Towanoquon: Dancing Orchid in Chaos,7.31,21093.0
Towanoquon: Eternal Quon,7.57,18850.0
Towanoquon: The Complicity of Dreams,7.41,19793.0
Towanoquon: The Ephemeral Petals,7.28,26719.0
Towanoquon: The Return of the Invincible,7.48,18419.0
Towanoquon: The Roaring Anxiety,7.51,19015.0
Toward Morning,5.65,152.0
Toward the Terra,6.41,4116.0
Toward the Terra (TV),7.87,19001.0
Toward the Terra (TV) Specials,6.65,1019.0
Towards the Rainbow,5.56,194.0
Towel Story,5.73,270.0
Tower of Druaga: The Aegis of Uruk,7.12,51884.0
Tower of Druaga: The Aegis of Uruk - Jil's Adventure,7.07,6758.0
Tower of Druaga: The Sword of Uruk,7.18,39026.0
Tower of Etruria,5.63,556.0
Tower of God,7.55,548153.0
Tower of God in 15 Minutes,5.78,431.0
Tower of God: Return of the Prince,7.76,7492.0
Toyama City Stamp Rally: The Search for Hello Kitty!,5.18,177.0
Toyama Tourism Anime Project,5.27,404.0
Toyoichi,5.27,145.0
Toys & Pets,5.89,115.0
Tracing that Dream,7.31,889.0
Track City,5.94,532.0
Tragic Silence,5.24,515.0
Train to the End of the World,7.43,20924.0
Train to the End of the World Recap,5.96,641.0
Tramp Stamp Anime Edition,5.77,2486.0
Transcending the Nine Heavens,7.24,331.0
Transfer,6.23,1189.0
Transformers Armada,6.81,5785.0
Transformers Cybertron,6.67,3404.0
Transformers Energon,6.11,2990.0
Transformers Energon: Distribution,5.81,387.0
Transformers Super-God Masterforce,6.63,1575.0
Transformers The Headmasters,6.4,1909.0
Transformers Victory,6.65,1602.0
Transformers: Choujin Master Force Soushuuhen,5.64,113.0
Transformers: Robot Masters,5.42,514.0
Transformers: Robots in Disguise,6.52,2704.0
Transformers: Scramble City,5.72,1054.0
Transformers: Zone,5.7,918.0
Transparent Man,4.99,174.0
Trapezium,6.82,126.0
Trapp Ikka Monogatari Specials,6.26,127.0
Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,7.33,164406.0
Trapped in the Past,6.55,157.0
Trava: Fist Planet,6.51,6891.0
Treasure Gaust,5.25,114.0
Treasure Hunting,6.2,344.0
Treasure Island,7.91,7431.0
Treasure Island: The Movie,6.13,520.0
Tree in the Sun,7.08,963.0
Trepanation,6.39,686.0
TriAngle,5.3,318.0
Triage X,6.31,66230.0
Triage X: Recollection XOXO,6.49,10745.0
Triangle Blue,5.98,2994.0
Triangle Heart: Sazanami Joshi Ryo,5.37,912.0
Triangle Heart: Sweet Songs Forever,6.1,2999.0
Tribe Cool Crew,6.88,2190.0
Tribe Nine,6.08,12874.0
Trick or Alice,4.92,453.0
Trick with Treat!! (with Undead),6.34,175.0
Trickster,6.25,37314.0
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori OVA",6.25,963.0
Trigger-chan,6.2,5073.0
Trigun,8.22,376333.0
Trigun Stampede,7.83,70841.0
Trigun: Badlands Rumble,7.91,77360.0
Trilogy about Cloud,4.68,911.0
Trinity Blood,7.29,81123.0
Trinity Seven,7.04,465517.0
Trinity Seven Movie 2: Heavens Library to Crimson Lord,7.34,52964.0
Trinity Seven OVA,7.33,75176.0
Trinity Seven: Eternity Library & Alchemic Girl,7.24,92959.0
Trip Trek,4.58,193.0
Tripod Baby,4.87,205.0
Triton of the Sea,6.26,1061.0
Triton of the Sea (1979),6.06,525.0
Tropical Kiss,7.08,10993.0
Tropical-Rouge! Precure Movie: Yuki no Princess to Kiseki no Yubiwa!,6.92,1177.0
Tropical-Rouge! Precure Petit Tobikome! Collaboration ♡ Dance Party!,6.45,505.0
Tropical-Rouge! Pretty Cure,7.38,4301.0
Trouble Chocolate,6.47,2363.0
Trouble Evocation,5.65,593.0
Trouble in Monster Strike,5.64,512.0
Troubled Night,5.34,142.0
True Blue,5.81,2444.0
True Blue: Gaiden,5.56,1434.0
True Cooking Master Boy,6.43,4187.0
"True Love Story Summer Days, and yet...",5.93,1971.0
True Tears,7.27,101926.0
True Tears Epilogue,6.6,6640.0
True Tears Recap,5.82,509.0
True Tears: Mini Chara 4-koma Gekijou,6.29,4768.0
True Tears: Raigomaru to Jibeta no Monogatari,6.16,3438.0
Trust,5.55,1076.0
Truth,5.03,118.0
Truth in Lies,6.7,121.0
Try Knights,4.76,5965.0
Try Z,4.93,287.0
Tsubaki-iro no Prigione,5.31,577.0
Tsubame,6.64,366.0
Tsubasa RESERVoir CHRoNiCLE,7.51,97548.0
Tsubasa RESERVoir CHRoNiCLE Season Two,7.57,59818.0
Tsubasa RESERVoir CHRoNiCLE The Movie: The Princess in the Birdcage Kingdom,7.3,23949.0
Tsubasa RESERVoir CHRoNiCLE: Spring Thunder Chronicle,8.09,30270.0
Tsubasa RESERVoir CHRoNiCLE: Tokyo Revelations,8.27,45538.0
Tsubasa to Hotaru,6.79,6606.0
Tsubasa to Hotaru (2015),6.29,1935.0
Tsubasa to Hotaru (2016),6.28,1565.0
Tsubiregg Tsuburegg March,5.12,109.0
Tsugou no Yoi Sexfriend?,7.4,9020.0
Tsugu Tsugumomo,7.42,41637.0
Tsugu Tsugumomo Mini Anime,6.01,367.0
Tsugu Tsugumomo Mini Anime Specials,5.77,146.0
Tsugumomo,7.04,81831.0
Tsugumomo OVA,6.94,11261.0
Tsugunai,6.17,1223.0
Tsui no Sora,2.27,3746.0
Tsukasa's♪Kitchen,6.22,516.0
Tsuki (2016),5.89,119.0
Tsuki Kagerou,5.38,661.0
Tsuki ga Kirei Special,7.25,17339.0
Tsuki ga Noboru made ni,6.27,711.0
Tsuki no Buranko,5.54,113.0
Tsuki no Hana,6.36,256.0
Tsuki no Miya no Oujosama,5.25,245.0
Tsuki no Uta,5.58,444.0
Tsuki no Waltz,6.4,1570.0
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,6.08,3243.0
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,5.54,475.0
Tsukigakirei,8.04,257526.0
Tsukigakirei: First Half - The Road So Far,6.66,9849.0
Tsukimichi -Moonlit Fantasy-,7.71,244051.0
Tsukimichi -Moonlit Fantasy- Season 2,7.83,85192.0
Tsukimonogatari,8.09,239173.0
Tsukipro The Animation,6.68,4585.0
Tsukipro The Animation 2,6.4,1282.0
Tsukiuta. The Animation 2,6.64,1822.0
Tsukiyomi,5.37,223.0
Tsukuyomi: Moon Phase,6.93,30734.0
Tsukuyomi: Moon Phase Special,6.61,6162.0
Tsuma Netori 3: Kairaku ni Ochita Injiru Kyoushi-tachi,5.94,986.0
Tsuma Netori Kan: Bijutsu Kyoushi no Baai,5.64,598.0
Tsuma Netori: Ikumi to Shizuka,6.11,1734.0
Tsuma Netori: Ryoujoku Rinne,6.49,2299.0
Tsuma ga Kirei ni Natta Wake,6.47,3419.0
Tsumamigui 3 The Animation,7.2,4563.0
Tsumamigui The Animation Chance.0: Watashi wo Check Shite Miru?,5.5,161.0
Tsun M! Gyutto Shibatte Shidoushite The Animation,6.51,1529.0
Tsun Tsun Maid wa Ero Ero desu,7.08,7911.0
Tsunagaru,5.68,146.0
"Tsunagu, Soramoyou",6.4,567.0
Tsundere Inran Shoujo Sukumi,6.5,3559.0
Tsundero Series,7.13,1759.0
Tsunpri,7.03,3816.0
Tsuredure Children,7.55,396782.0
Tsuritama,7.65,60360.0
Tsuritama: Harikitte Contest,5.93,873.0
Tsuru ga Mau Yoru ni,6.13,128.0
Tsuru no Ongaeshi,5.26,128.0
Tsuruhime Ja!,5.84,206.0
Tsurune - The Linking Shot -,8.09,16850.0
Tsurune the Movie: The First Shot,7.43,1777.0
Tsurune: Kazemai High School Japanese Archery Club - Dangerous Shoot,7.25,15175.0
Tsurune: Kazemai High School Kyudo Club,7.67,63681.0
Tsurupeta Shugo Kishi Elfina Ochiru,6.32,1122.0
Tsuugakuro,5.37,169.0
Tsuukin Kairaku: Chikan de Go!!,5.68,1127.0
Tsuyokiss,6.53,7996.0
Tsuyoku,5.79,107.0
Tsuyoshi Shikkari Shinasai,6.86,1189.0
Tug-Tug,5.43,116.0
Tumbled Cat,4.96,151.0
Turning Girls,6.03,4026.0
Turning Mecard,6.1,462.0
Turning Mecard W,6.1,178.0
Turning Mecard W Season 2,5.89,157.0
Turnover,5.64,1206.0
Tuzki: Love Assassin,5.59,615.0
Tweeny Witches,7.03,7008.0
Tweeny Witches the Adventures,6.69,1593.0
Twilight,6.53,9559.0
Twilight Little Star,6.0,386.0
Twilight Of The Dark Master,5.81,4619.0
Twilight Out of Focus,7.26,1661.0
Twilight Q,6.31,2928.0
Twilight of the Cockroaches,5.78,703.0
Twin Angel: Twinkle Paradise,6.06,2967.0
Twin Angels (1),5.6,849.0
Twin Angels (2),5.46,437.0
Twin Angels Break,5.94,4009.0
Twin Bee Paradise,5.87,487.0
Twin Dolls,5.53,769.0
Twin Love,6.42,16465.0
Twin Moons,5.96,140.0
Twin Princesses of the Wonder Planet,7.13,2627.0
Twin Signal,6.23,1101.0
Twin Spica,7.34,4225.0
Twin Spirit Detectives,7.15,2912.0
Twin Star Exorcists,7.3,217549.0
Twinkle Heart: Gingakei made Todokanai,5.32,930.0
Twinkle Nora Rock Me!,2.99,2998.0
Twinkle World feat. Hatsune Miku,5.77,356.0
Twinkling Stars,5.79,2482.0
Twisted-Wonderland 1st Anniversary PV,6.99,556.0
Twisted-Wonderland 2nd Anniversary PV,6.35,383.0
Twisted-Wonderland 3rd Anniversary PV,6.4,276.0
Twittering Birds Never Fly,7.39,15241.0
Twittering Birds Never Fly: Don't Stay Gold,7.29,6121.0
Two Samurai,5.0,203.0
Two Tea Two,4.74,194.0
Two Worlds,5.69,374.0
Tyo Story,5.59,197.0
Typhoon Noruda,6.19,17266.0
Tytania,6.79,7527.0
U-SA-GUI,4.41,1002.0
UFO Nitsukamatta Kodomo-tachi,5.35,131.0
UFO Princess Valkyrie: Recap,6.11,514.0
UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou,6.79,1935.0
UFO Robo Grendizer,7.55,6036.0
UFO Robo Grendizer tai Great Mazinger,6.49,1393.0
UFO Senshi Dai Apolon,5.89,698.0
UFO Senshi Dai Apolon 2,6.17,400.0
UFO Ultramaiden Valkyrie,6.7,7987.0
UFO Ultramaiden Valkyrie 2: December Nocturne,6.92,4790.0
UFO Ultramaiden Valkyrie 3: Bride of Celestial Souls' Day,6.92,3653.0
"UFO Ultramaiden Valkyrie 4: Banquet of Time, Dreams, and Galaxies",6.79,3045.0
UN-GO: Inga Nikki,6.05,2871.0
UNDER THE DOG Anthea-chan,4.61,1866.0
UQ Holder!,6.91,85421.0
UQ Holder! Mahou Sensei Negima! 2 OVA,7.18,10086.0
Ubasuteyama,5.43,752.0
Uchi no 3 Shimai,6.24,176.0
Uchi no Kaisha no Chiisai Senpai no Hanashi Mini Anime,5.61,201.0
Uchiage Hanabi,7.54,12107.0
Uchida Shungicu no Noroi no One-Piece,5.8,1048.0
Uchiko's Mom & Mother,4.97,195.0
Uchina Experience,5.38,130.0
Uchitama?! Have you seen my Tama?,6.94,7522.0
Uchiyama Aki,5.31,682.0
Uchurei!,5.48,685.0
Uchuu Enban Dai-Sensou,5.6,697.0
Uchuu Hikoushi no Uta,5.6,355.0
Uchuu Icchokusen,5.95,115.0
Uchuu Kaizoku Mito no Daibouken Pilot,5.85,130.0
Uchuu Kaizoku Sara,6.81,4951.0
Uchuu Kaizoku Sara Special,6.89,2841.0
Uchuu Kazoku Carlvinson,6.52,1612.0
Uchuu Kyoudai: Itten no Hikari,6.51,1772.0
Uchuu Majin Daikengou,5.81,629.0
Uchuu Seibutsu Jirou,4.87,189.0
Uchuu Senkan Tiramisù Specials,6.33,1812.0
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune Picture Drama,5.94,119.0
Uchuu Senkan Yamato 2199: Tsuioku no Koukai,6.71,1005.0
Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,7.51,1612.0
Uchuu Senkan Yamato Pilot Film,5.69,400.0
Uchuu Senkan Yamato: Fukkatsu-hen,6.95,1849.0
Uchuu no Kisetsu,6.6,470.0
Uchuu no Uta,5.07,195.0
Uchuu wa Tanoshii Festival,5.28,118.0
Uchuusen Sagittarius,6.8,817.0
Uchuusen Sagittarius Pilot,5.68,168.0
Ugoite Hamidase! Machikado Mazoku,5.49,288.0
Ugokie Kori no Tatehiki,5.58,792.0
Uhou Renka,6.65,4240.0
Ukkari Pénélope (2009),6.01,176.0
Ultimate Girls,5.61,3883.0
Ultimate Muscle,6.91,9400.0
Ultimate Otaku Teacher,6.86,70562.0
Ultimate Teacher,5.47,2122.0
Ultra B,6.15,1344.0
Ultra B: Black Hole kara no Dokusaisha BB!!,6.36,222.0
Ultra Maniac,7.15,14278.0
Ultra Maniac OVA,6.62,2466.0
Ultra Nyan 2: The Great Happy Operation,5.87,277.0
Ultra Nyan: Hoshizora kara Maiorita Fushigi Neko,6.01,402.0
Ultraman,6.69,14251.0
Ultraman Final,7.24,2011.0
Ultraman Graffiti,5.51,181.0
Ultraman Kids Looking for Mother for 30000000 Light Years,6.11,374.0
Ultraman Kids no Kotowaza Monogatari,5.85,372.0
Ultraman Kids: M7.8 Sei no Yukai na Nakama,5.32,229.0
Ultraman M78 Gekijou: Love and Peace,5.72,280.0
Ultraman Season 2,6.63,3753.0
Ultraman Super Fighter Legend,5.84,297.0
Ultraman USA,5.62,573.0
Ultramarine Magmell,6.11,75303.0
Ultrasonico,4.99,727.0
Ultraviolet: Code 044,5.77,1507.0
Ulysses 31,7.09,2455.0
Ulysses 31 Pilot,5.7,273.0
Ulysses: Jeanne d'Arc and the Alchemist Knight,5.34,33989.0
Uma Musume: Pretty Derby - 1st Anniversary Special Animation,7.0,1551.0
Uma Musume: Pretty Derby - BNW no Chikai,7.14,5633.0
Uma Musume: Pretty Derby - Beginning of a New Era,7.34,181.0
Uma Musume: Pretty Derby - Road to the Top,7.83,6098.0
Uma Musume: Pretty Derby PV,6.58,3216.0
Uma Musume: Pretty Derby Season 2,8.06,23085.0
Uma Musume: Pretty Derby Season 3,7.59,7809.0
Uma no Friends,6.19,1642.0
Umacha,4.93,1097.0
Umamusume: Pretty Derby,7.3,54689.0
Umayon,6.34,7606.0
Umayon Shinsaku Short Anime,6.44,564.0
Umayuru,6.76,760.0
Umbrella,6.1,2501.0
Umi,5.36,130.0
Umi Monogatari,6.6,7675.0
Umi Monogatari: Faithful Hearts,6.48,1688.0
"Umi Monogatari: Marin's ""What Is This?""",6.13,615.0
Umi Monogatari: Seeing Amamiko Island with Kanon,5.87,429.0
Umi Yori Fukai Sora no Shita,5.8,431.0
Umi e Kite,5.7,162.0
Umi kara no Shisha,6.13,873.0
Umi no Yuurei,7.27,1549.0
Umigame to Shounen,6.07,190.0
Umihiko Yamahiko,5.6,111.0
Umineko: When They Cry,7.04,92971.0
Umineko: When They Cry Specials,6.28,5268.0
Umisea,6.94,2149.0
Umo,4.99,186.0
Un-Go,7.33,59064.0
Un-Go: Chapter of Inga,7.52,19593.0
UnAlive,6.27,437.0
Unbelievable Space Love,6.85,1639.0
Unbreakable Machine-Doll,7.04,158355.0
Unbreakable Machine-Doll Special,6.71,16705.0
Uncharted Walker,7.29,5955.0
Uncle from Another World,7.79,163179.0
Uncover All the Mysteries! The Pokémon XY&Z Complete Overview Special!,6.58,1901.0
Undead Murder Farce,7.88,62493.0
Undead Unluck,7.78,85449.0
Undefeated Bahamut Chronicle,6.53,201871.0
Under Ninja,6.91,21170.0
Under World,4.86,196.0
Under the Dog,6.25,22116.0
Under the Lion Crotch,5.27,116.0
Undersea Super Train: Marine Express,6.12,1126.0
Uneasiness and Triangle,5.35,191.0
Unico in the Island of Magic,7.06,1842.0
Unico: Black Cloud White Feather,6.18,1100.0
Unison,7.2,1623.0
UniteUp!,7.02,2988.0
UniteUp! Let's Look Back & Unite,6.09,211.0
Universal Mind,4.94,152.0
Universe,6.4,1337.0
University Girls: Special Counseling,3.54,711.0
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,4.8,209.0
Unleash!!!!!,6.87,216.0
Unlimited Fafnir,6.17,74733.0
Unlimited Psychic Squad,7.46,61617.0
Unlimited☆Power!!!!!,6.03,143.0
Unmei,5.79,187.0
Unmei Kyoudoutai!,6.6,334.0
Unmei no Saikoro,5.27,151.0
Unnamed Memory,6.66,32446.0
Unsweet: Netorare Ochita Onna-tachi,6.45,3395.0
Until The Summer Ends The Animation,6.06,2559.0
Until the End,6.61,298.0
Untitled World,6.61,486.0
Uobbuchou,5.14,123.0
Upotte!!,6.45,31368.0
Upotte!! Miatte Waratte,6.46,7915.0
Uproar in Heaven,6.57,478.0
Ura Jutaijima,6.79,4298.0
Urahara,5.77,9276.0
Urameshi Denwa,5.09,153.0
Uranomito,5.99,206.0
Urara Meirocho,7.11,42300.0
Urarochi Diamond,5.5,207.0
Urashima Tarou (supposed title),4.69,1766.0
Urashimasakatasen no Nichijou,6.1,2899.0
Urashimasakatasen no Nichijou Special,6.09,236.0
Urawa no Usagi-chan,5.37,6513.0
"Urawa no Usagi-chan: Natsu no Hi to, Bushitsu to, Tomodachi to",5.41,1021.0
Urayasu Tekkin Kazoku,6.89,824.0
Urban Caravan,5.9,215.0
Urban Square: Kohaku no Tsuigeki,6.03,1177.0
Urda,4.42,1951.0
Uriko-hime to Amanojaku,5.26,140.0
Urmă (Zanzou),5.0,310.0
Urotsukidoji II: Legend of the Demon Womb (movie),5.85,1771.0
Urotsukidoji III: Return of the Overfiend,5.64,1547.0
Urotsukidoji IV: Inferno Road,5.36,1063.0
Urotsukidoji: Legend of the Overfiend,6.05,4668.0
Urusei Yatsura,7.5600000000000005,33694.5
Urusei Yatsura (2022) 2nd Season,7.86,11450.0
Urusei Yatsura Movie 1: Only You,7.05,6116.0
Urusei Yatsura Movie 2: Beautiful Dreamer,7.84,9530.0
Urusei Yatsura Movie 3: Remember My Love,6.92,4114.0
Urusei Yatsura Movie 4: Lum The Forever,6.7,3724.0
Urusei Yatsura Movie 5: The Final Chapter,7.44,3769.0
Urusei Yatsura Movie 6: Always My Darling,6.76,3368.0
Urusei Yatsura OVA,7.35,3046.0
Urusei Yatsura x Onitsuka Tiger Collaboration CM,6.28,887.0
"Urusei Yatsura: Haru da, Tobidase!",6.63,2524.0
Urusei Yatsura: The Shougaibutsu Suieitaikai,7.05,2599.0
Urvan,5.86,514.0
Usa Weather Show,4.67,237.0
Usaband,5.07,238.0
Usagi,5.455,174.5
Usagi no Mofy,5.81,170.0
Usagi to Kame,5.23,924.0
Usagi to Kame (Music),5.32,204.0
Usagi-chan de Cue!!,5.55,2878.0
Usakame,5.75,6402.0
Usakame Special,5.54,1240.0
Usalullaby,4.53,401.0
Usamimi Bouken-tan: Sexual Harassment Shinagara Sekai wo Sukue,6.02,1684.0
Usaru-san,5.95,755.0
Usatalk,3.92,364.0
Usavich,6.87,3982.0
Usavich II,7.05,3240.0
Usavich III,7.06,2847.0
Usavich IV,6.57,1683.0
Usavich Special,6.3,1178.0
Usavich V,6.28,1192.0
Usavich Zero,6.0,863.0
Usawaltz,4.78,311.0
Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete,6.72,4372.0
Ushio & Tora (2015),7.57,101234.0
Ushio & Tora (2016),7.89,67012.0
Ushio and Tora,7.15,5069.0
Ushio and Tora: Comically Deformed Theater,6.21,1143.0
Uta no Prince Sama,7.02,98346.0
Uta no Prince Sama 2,7.17,56589.0
Uta no Prince Sama Legend Star,7.14,15541.0
Uta no Prince Sama Revolutions,7.01,25865.0
Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,7.21,10975.0
Uta no☆Prince-sama♪ Maji Love ST☆RISH Tours: Tabi no Hajimari,6.85,742.0
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,7.34,2726.0
Uta no☆Prince-sama♪ Movie: Maji Love ST☆RISH Tours,7.09,608.0
Utakata,6.66,9867.0
Utakata: Summer Pair of Early Winter,6.87,3188.0
Utakoi,7.43,8944.0
Utawarerumono,7.61,66431.0
Utawarerumono OVA,7.18,9658.0
Utawarerumono OVA Picture Drama,6.34,2040.0
Utawarerumono Recaps,6.36,1287.0
Utawarerumono Specials,7.55,8100.0
Utawarerumono: Itsuwari no Kamen Specials,6.59,924.0
Utawarerumono: Mask of Truth,7.51,7558.0
Utawarerumono: The False Faces,7.26,45947.0
Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,6.74,2447.0
Utopa,5.64,818.0
Utopia,6.4,3042.0
Utopia (2022),6.34,184.0
Utsukushii,4.6,213.0
Utsunomiko,5.73,477.0
Utsunomiko: Heaven Chapter,6.06,512.0
Uwaki to Honki The Animation,6.61,3251.0
UzaMaid!,6.86,51499.0
UzaMaid! My Maid Is Still Seriously Way Too Annoying...,6.86,9558.0
Uzaki-chan Wants to Hang Out!,6.98,262836.0
Uzaki-chan Wants to Hang Out! Season 2,7.25,82063.0
VERSEⁿ: Episodeⁿ - Kuusou,6.29,267.0
VS Knight Lamune & 40 Fire,6.91,1569.0
VS Knight Lamune & 40 Fresh,5.71,1453.0
VTuber Legend: How I Went Viral after Forgetting to Turn Off My Stream,7.3,2873.0
Val x Love,5.9,36440.0
Valhait Rising: Kandou e.,5.7,270.0
Valis: The Fantasm Soldier,5.55,464.0
Valkisas:The Wings of Ultimate Darkness Pilot Film,5.32,314.0
Valkyria Chronicles,7.56,55523.0
Valkyria Chronicles: Theater,6.77,5097.0
Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai,6.33,1988.0
Valkyrie Drive: Mermaid,6.05,56869.0
Valkyrie Drive: Mermaid Specials,6.14,8715.0
Valkyrie Hazard,5.12,781.0
Valley of White Birds,6.44,583.0
Value,6.77,168.0
Valvrave the Liberator,7.12,78552.0
Valvrave the Liberator 2nd Season,7.25,53639.0
Vampire,6.54,2600.0
Vampire Dormitory,6.15,10173.0
Vampire Holmes,3.32,9588.0
Vampire Hunter D,6.99,48114.0
Vampire Hunter D: Bloodlust,7.93,98894.0
Vampire Knight,6.86,355510.0
Vampire Knight Guilty,7.08,225238.0
Vampire Knight: Gekiai no Portrait,6.76,16815.0
Vampire Princess Miyu,7.04,10718.0
Vampire Vixen,7.4,39752.0
Vampire Vixen Special,7.15,17483.0
Vampire Wars,4.63,2585.0
Vampire in the Garden,7.13,33549.0
Vampiyan Kids,5.9,209.0
Vampiyan Kids: Pilot,5.94,550.0
Vandread,7.15,44336.0
