title_english,Horror,Boys Love,Suspense,Adventure,Girls Love,Sci-Fi,Erotica,Hentai,Fantasy,Romance,Drama,Avant Garde,Award Winning,Sports,Action,Slice of Life,Comedy,Mystery,Ecchi,Gourmet,Supernatural,Cluster
Saint Elmo: Apostle of Light,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earth Story Telepath 2500,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
Home Alone,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5
Aoi Taiken,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Aki-Sora: In a Dream,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Future War Year 198X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Kotencotenco,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13
Yuki: Snow Fairy,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
Mayoi Neko Overrun! Specials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Tegami: Haikei Juugo no Kimi e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Oshiri Kajiri Mushi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Detective Conan OVA 10: Kid in Trap Island,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8
Ladies versus Butlers! Tokuten Disc Music Clip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
Digimon Fusion,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
Good Morning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Chains & Rings,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Aria the Scarlet Ammo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
YanYan Machiko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
A Sumo Wrestler's Tail,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
The Tyrant Falls In Love,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Shin Koihime†Musou: Live Revolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
Dance Till Tomorrow,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,3
Sylvanian Families - Magic Tricks And Other Adventures,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Animated Self Portraits A Portrait of Kawamoto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Broken Blade Picture Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Newmanoid Cam: Cam Castin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Let's Arbeit!,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Mahou Shoujo Isuka,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
I☆Can,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Bijukubo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Minarai Chameleon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Chim Chim Cher-ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Yokoo's 3 Animation Films,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,14
"Slime Boukenki: Umi da, Yeah!",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
Mazinkaiser SKL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Koi Hanabi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
The Qwaser Of Stigmata Picture Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
Anokoro no Namida wa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Raja Maharaja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Student Council Staff Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Amagami SS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Sangokushi II: Amakakeru Otoko-tachi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Saboten ga Nikui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Television,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Ryuuichi Manga Gekijou Onbu Obake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
Doraemon (2005),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Born by Myself,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Apartment!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Uchuu Hikoushi no Uta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Phantom: Requiem for the Phantom Picture Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SOS TV Walpurgis Night Fever,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Wakusei Robo Danguard Ace tai Konchuu Robot Gundan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pikachu's Great Ice Adventure,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13
SOS TV Walpurgis Night Fever Episode 0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Akai Ito,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3
Arigatou Thank You,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Itsumademo Tabibito,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Donna Donna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Ten no Kawa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Anime Rakugo Kan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Nobiro Nobiro Daisuki na Ki,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
And Yet the Town Moves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Code Geass: Lelouch of the Rebellion - A Miraculous Birthday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
Omoide no Album,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Metropolitan Museum,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Tousan no Tsukutta Uta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
One Piece Film: Strong World Episode 0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
Memory (ONA),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9
Seikima II Humane Society: Jinrui Ai ni Michita Shakai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2
Forestry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Kaijuu no Ballad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Tales of the Abyss Special Fan Disc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Pretty Soldier Sailor Moon Memorial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Hajime Ningen Gyatoruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Hajime Ningen Gon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Futarigurashi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
Shin Tenchi Muyou! Specials,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Hiyokoi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
OreImo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3-tsu no Hanashi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Julie the Wild Rose,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
Hiyoko Gumo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Panty & Stocking with Garterbelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1
Okawari-Boy Starzan-S,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Night Raid 1931 Specials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Alice SOS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Domo TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Shounen Ashibe (TV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Shounen Ashibe 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Taimanin Asagi Special,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4
Gundam Neo Experience 0087: Green Divers,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Night Raid 1931: The Prophecy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Is This a Zombie?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,10
Oishinbo: The Japan-America Rice War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6
"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6
Chouriki Robo Galatt,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8
Eiyuu Gaiden Mozaicka,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Nichijou - My Ordinary Life Episode 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Yosuga no Sora,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3
Koe de Oshigoto!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Dolphin Ouji,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Code Geass: Akito the Exiled - The Wyvern Arrives,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Majo demo Steady,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
Nippon-ichi no Otoko no Tamashii,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Nippon-ichi no Otoko no Tamashii 2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Natsufuku no Shoujo-tachi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Marine Boy,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Circuit Angel: Ketsui no Starting Grid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Marine Boy,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Saru Getchu: On Air 2nd,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,13
Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Tales of Symphonia The Animation: Tethe'alla-hen Specials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
The Mystic Archives of Dantalian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,12
Bodacious Space Pirates,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Princess Lover! OVA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Licca-chan no Nichiyoubi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Believe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kobe to Watashi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Visions of Frank,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Star Driver,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Hot-blooded Alien,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Melody,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
A Certain Magical Index II,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Bohemian Rhapsody,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akage no Anne: Green Gables e no Michi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Nougyou Musume!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Nine,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
Senjutsu Choukoukaku Orion,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
Denkou Chou Tokkyuu Hikarian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Susume! Gachimuchi Sankyoudai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Potecco Babies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Nanchatte!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Tono to Issho: Ippunkan Gekijou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Stitch vs. Penny,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
Stitch: Season 3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
Hamtaro: Ham-Ham Games,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
Hidari no O'Clock!!,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Shogi Hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
The Tatami Galaxy Specials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Supernatural: The Anime Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12
Princess Knight☆Catue,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
Juliet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
Tales of Symphonia The Animation: Sekai Tougou-hen,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
The Princess and the Pilot,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
Je T'aime,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True Tears: Raigomaru to Jibeta no Monogatari,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
To Heart 2 Adnext,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Rei Zero,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Anpanman: Blacknose and the Magical Song,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
The Lewd Boat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Otome Juurin Yuugi: Maiden Infringement Play,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Kuruneko 2nd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Kuttsukiboshi,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11
Obake no... Holly,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Edokko Boy: Gatten Tasuke,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
Lupin the Third x Monkey Majik,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Mokei Senshi Gunpla Builders Beginning G,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Infinite Stratos,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
Majuu Sensen,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jack to Mame no Ki (OVA),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desu kara,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Ice,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tamayura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Agitated Screams of Maggots,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Angel Beats! Specials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Hakuoki: Demon of the Fleeting Blossom - Record of the Jade Blood,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,11
Oden-kun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Arakawa Under the Bridge x Bridge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Rokudenashi Blues,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,11
Rokudenashi Blues 1993,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,11
"Musha, Knight, Commando: SD Gundam Emergency Sortie",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,10
Saiyuuki Gaiden,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
Ikusa Otome Suvia Special,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
The Story of Fifteen Boys,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Mobile Suit SD Gundam Festival,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,10
"Umi Monogatari: Marin's ""What Is This?""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Hamos: The Green Chariot,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Pokémon: Black & White,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
Amagami SS Short Animations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Nutsberry Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Beelzebub: Hirotta Akachan wa Daimaou!?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Heroman Specials,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Big Windup! 2 Episode 12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
Zettai Karen Children: Gentei Kaikin!! OVA Chou Sakidori Special!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Saint Seiya: The Lost Canvas 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Fullmetal Alchemist: The Sacred Star of Milos,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
Black Butler II Specials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Young Kindaichi's Casebook: Deep Blue Massacre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
Kaibutsu Oujo (OVA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Attack No.1 (1970),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11
Attack No.1: Namida no Fushichou,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11
Attack No.1: Namida no Kaiten Receive,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11
Attack No.1: Namida no Sekai Senshuken,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11
Shukufuku no Campanella Specials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
Kimi ga Nozomu Eien Special,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaitei Sanman Mile,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
Tsuruhime Ja!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Burning Blood,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
Motto To LOVE Ru,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
The Qwaser of Stigmata: Portrait of the Empress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,12
K-ON!!: Ura-On!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Heart and Yummie,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Kaichuu!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Scold with Dirty Words,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Ruri-iro Princess,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Kowarekake no Orgel,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9
Occult Academy Specials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Kanzen Shouri Daiteiou,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wanwan Chuushingura,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
Yebisu Celebrities 1st,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Scoopers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Super Robot Wars OG: The Inspector,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nine: Original-ban,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
Nine 2: Koibito Sengen,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
Nine: Kanketsu-hen,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
Broken Blade 3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Steins;Gate,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Mianhada Saranghanda,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Electric Full Flower Garden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Kizumonogatari Part 1: Iron-Blooded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,12
Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Imbalance Girl,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Bara no Hana to Joe,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Bakuhatsu Gorou,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Inyouchuu Shoku,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4
